,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,ID
0,9.049629108609254,9817.9365234375,2463.7109375,-1140.4937744140625,eta_1_x,0,41.178042376345275,9817.9365234375,245.65525817871094,-3552.487060546875,eta_3_top,0,0
0,0.8665574870208986,15358.3359375,4856.115234375,-394.626953125,eta_1_x,52,0.007260195711619409,14298.7421875,4259.6435546875,-394.626953125,eta_3_top,433,1
0,1.6105798063000243,10959.3837890625,181.20228576660156,-2277.959228515625,eta_1_x,0,7.161653755999182,12240.6767578125,181.20228576660156,-4713.654296875,eta_3_bot,0,2
0,2.0736927288965394,345.29742431640625,7866.09033203125,-514.815185546875,eta_4_x,0,5.194533961338525,345.29742431640625,5167.88623046875,-514.815185546875,eta_3_top,0,3
0,2.0736927288965394,345.29742431640625,7866.09033203125,-514.815185546875,eta_4_x,0,5.194533961338525,345.29742431640625,5167.88623046875,-514.815185546875,eta_3_top,0,3
0,0.0,,,,,,0.0,,,,,,4
0,0.0,,,,,,0.0,,,,,,4
0,0.0,,,,,,0.0,,,,,,5
0,3.1098062137837554,13517.091796875,13650.294921875,-1260.8865966796875,eta_4_x,0,6.647913005320693,13517.091796875,13650.294921875,-1908.17138671875,eta_3_bot,0,6
0,1.901206707847058,407.4732360839844,14127.3447265625,-1416.4471435546875,eta_4_x,0,3.812772192561553,407.4732360839844,14127.3447265625,-2024.5447998046875,eta_3_bot,0,7
0,2.3104613948206523,944.9547119140625,5981.63330078125,-899.3101806640625,eta_4_x,0,6.930850896110777,164.85452270507812,5981.63330078125,-899.3101806640625,eta_3_bot,0,8
0,2.1501261388816335,409.3907775878906,13602.6064453125,-1499.3056640625,eta_4_x,0,1.4371864179662721,409.3907775878906,13602.6064453125,-2888.37060546875,eta_3_top,0,9
0,1.6994632487658108,239.3873291015625,7186.4345703125,-1144.619384765625,eta_1_x,0,2.965672712910338,6618.7705078125,13251.7158203125,-2331.778076171875,eta_3_bot,0,10
0,2.1309496186223256,3510.629150390625,12933.9931640625,-627.4541625976562,eta_4_x,0,4.8595288283206335,263.7738037109375,1148.783447265625,-627.4541625976562,eta_3_bot,0,11
0,2.1309496186223256,3510.629150390625,12933.9931640625,-627.4541625976562,eta_4_x,0,4.8595288283206335,263.7738037109375,1148.783447265625,-627.4541625976562,eta_3_bot,0,11
0,0.0,,,,,,0.0,,,,,,12
0,0.0,,,,,,0.0,,,,,,12
0,0.0,,,,,,0.0,,,,,,13
0,4.309627328852176,12320.2861328125,4142.37109375,-810.0629272460938,eta_1_x,0,9.219654883633506,12320.2861328125,3633.56787109375,-810.0629272460938,eta_3_top,0,14
0,3.17794815704826,14291.7451171875,146.4654083251953,-4862.49072265625,eta_4_x,0,9.475369365519775,14291.7451171875,146.4654083251953,-4862.49072265625,eta_3_bot,0,15
0,2.642421117273498,10031.7080078125,8897.5322265625,-1126.524169921875,eta_4_x,0,13.512248121528575,11446.5263671875,8897.5322265625,-1628.298828125,eta_3_bot,0,16
0,8.158291807858468,6607.8955078125,64.54644012451172,-3538.106689453125,eta_4_x,0,8.437883923695017,7255.01025390625,64.54644012451172,-3802.202392578125,eta_3_bot,0,17
0,13.857195697172802,12966.2578125,3610.1982421875,-923.7749633789062,eta_4_x,0,32.08498511459194,10591.4501953125,286.01214599609375,-2908.494873046875,eta_3_top,0,18
0,13.857195697172802,12966.2578125,3610.1982421875,-923.7749633789062,eta_4_x,0,32.08498511459194,10591.4501953125,286.01214599609375,-2908.494873046875,eta_3_top,0,18
0,0.0,,,,,,0.0,,,,,,19
0,2.3829631130461517,173.51124572753906,8903.783203125,-1820.718994140625,eta_4_x,0,5.065854153302229,2636.703369140625,8903.783203125,-1351.8990478515625,eta_3_bot,0,20
0,3.8727475346135707,153.863525390625,6212.72607421875,-1072.6575927734375,eta_4_x,0,4.587839484748055,153.863525390625,6212.72607421875,-1072.6575927734375,eta_3_bot,0,21
0,1.8737701203486157,3588.07861328125,12806.41796875,-2017.3255615234375,eta_4_x,0,2.3616018193545054,3588.07861328125,6139.69091796875,-690.1143798828125,eta_3_top,0,22
0,1.8737701203486157,3588.07861328125,12806.41796875,-2017.3255615234375,eta_4_x,0,2.3616018193545054,3588.07861328125,6139.69091796875,-690.1143798828125,eta_3_top,0,22
0,0.0,,,,,,0.0,,,,,,23
