,ID,d4_plate,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d3_plate,d2_plate,d1_plate,s_plate,d4_walls,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.7678617431312689,9642.4013671875,75.3161849975586,-350.0,eta_4,0,2.5135485297421405,9642.4013671875,75.3161849975586,-350.0,eta_3_bot,0,0.1600364770862684,9536.4,178.20000000000005,0.0,bot,51,1.573660949071078,9642.4013671875,281.0838317871094,-350.0,eta_y_bot_stresses
1,1,11.428571428571429,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.7683121198727725,9642.4013671875,75.3161849975586,-354.28570556640625,eta_4,0,2.977483894991073,9642.4013671875,2226.798583984375,-354.28570556640625,eta_3_top,0,0.1788666986872322,9536.4,178.20000000000005,0.0,bot,45,1.7896692720021476,9642.4013671875,2438.801513671875,-354.28570556640625,eta_y_top_stresses
2,2,12.857142857142858,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.7687621957308532,9642.4013671875,75.3161849975586,-352.941162109375,eta_4,0,3.2417382800975663,9642.4013671875,2226.798583984375,-352.941162109375,eta_3_top,0,0.2113632723372144,9536.4,178.20000000000005,0.0,bot,28,1.917033684946005,9642.4013671875,2438.801513671875,-352.941162109375,eta_y_top_stresses
3,3,14.285714285714285,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.7783011764258958,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,3.429583493875861,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.2680689432721027,9536.4,178.20000000000005,0.0,bot,23,2.0118553106636856,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses
4,4,15.714285714285715,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.799712066939974,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,3.624726771269032,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.3564705400758701,9536.4,178.20000000000005,0.0,bot,18,2.103998215002528,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses
5,5,17.142857142857142,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.8208350247969856,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,3.916212739049224,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.4777538340775374,9536.4,178.20000000000005,0.0,bot,17,2.24525223847596,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses
6,6,18.57142857142857,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.862767205261772,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,4.107577554189116,9642.4013671875,281.0838317871094,-352.941162109375,eta_3_bot,0,0.5652348624511757,9536.4,178.20000000000005,0.0,bot,14,2.338458052089524,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses
7,7,20.0,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,2.1070495139167047,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,4.103475532661693,9642.4013671875,152.94117736816406,-641.1768798828125,eta_3_bot,0,0.6056691796405079,9536.4,178.20000000000005,0.0,bot,11,2.336428300118745,9642.4013671875,152.94117736816406,-641.1768798828125,eta_y_bot_stresses
8,8,21.42857142857143,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,2.367245209413209,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,4.054166049333771,9642.4013671875,152.94117736816406,-641.1768798828125,eta_3_bot,0,0.6442668966515507,9536.4,178.20000000000005,0.0,bot,7,2.312257915635504,9642.4013671875,152.94117736816406,-641.1768798828125,eta_y_bot_stresses
9,9,22.857142857142858,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,2.639115918718269,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,4.004177891269194,9642.4013671875,152.94117736816406,-641.1768798828125,eta_3_bot,0,0.6788343246982096,9536.4,178.20000000000005,0.0,bot,6,2.287770352131868,9642.4013671875,152.94117736816406,-641.1768798828125,eta_y_bot_stresses
